Records ID,Beetle Host,categories,pathogens,country or region,ecological relationship,experimental conditions,,identification method,infection site,organism source,,validation type,source,year,full text,reference
627,Ips typographus,Fungi,Aspergilus oryzae,Slovakia,,laboratory,,morphological and molecular,,isolated from infected beetle,,pathogenicity test,"Mudrončeková et al., 2013",2013,full text,"Mudrončeková, S., Mazáň, M., & Nemčovič, M. (2013). Entomopathogenic fungus species Beauveria bassiana (Bals.) and Metarhizium anisopliae (Metsch.) used as mycoinsecticide effective in biological control of Ips typographus (L.). Journal of Microbiology, Biotechnology and Food Sciences, 2(6), 2469-2472."
628,Ips typographus,Fungi,Penicillium ochrochloron,Slovakia,,laboratory,,morphological and molecular,,isolated from infected beetle,,pathogenicity test,"Mudrončeková et al., 2013",2013,full text,"Mudrončeková, S., Mazáň, M., & Nemčovič, M. (2013). Entomopathogenic fungus species Beauveria bassiana (Bals.) and Metarhizium anisopliae (Metsch.) used as mycoinsecticide effective in biological control of Ips typographus (L.). Journal of Microbiology, Biotechnology and Food Sciences, 2(6), 2469-2472."
629,Ips typographus,Bacteria,Serratia liquifaciens,Turkey,pathogen? increased mortality relative to the control,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test,"Muratoglu et al., 2011",2011,full text,"Muratoǧlu, H., Sezen, K., & Demirbaǧ, Z. (2011). Determination and pathogenicity of the bacterial flora associated with the spruce bark beetle, Ips typographus (L.)(Coleoptera: Curculionidae: Scolytinae). Turkish Journal of Biology, 35(1), 9-20."
630,Ips typographus,Bacteria,Bacillus sphaericus,Turkey,,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test,"Muratoglu et al., 2011",2011,full text,"Muratoǧlu, H., Sezen, K., & Demirbaǧ, Z. (2011). Determination and pathogenicity of the bacterial flora associated with the spruce bark beetle, Ips typographus (L.)(Coleoptera: Curculionidae: Scolytinae). Turkish Journal of Biology, 35(1), 9-20."
631,Ips typographus,Bacteria,Acinetobacter sp.,Turkey,,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test,"Muratoglu et al., 2011",2011,full text,"Muratoǧlu, H., Sezen, K., & Demirbaǧ, Z. (2011). Determination and pathogenicity of the bacterial flora associated with the spruce bark beetle, Ips typographus (L.)(Coleoptera: Curculionidae: Scolytinae). Turkish Journal of Biology, 35(1), 9-20."
632,Ips typographus,Bacteria,Proteus vulgaris,Turkey,,laboratory,,morphological and molecular,,isolated from cadaver,,pathogenicity test,"Muratoglu et al., 2011",2011,full text,"Muratoǧlu, H., Sezen, K., & Demirbaǧ, Z. (2011). Determination and pathogenicity of the bacterial flora associated with the spruce bark beetle, Ips typographus (L.)(Coleoptera: Curculionidae: Scolytinae). Turkish Journal of Biology, 35(1), 9-20."
633,Xyleborus dispar,Bacteria,Bacillus thuringiensis subsp. Tolworthi,Italy,pathogen,,,,,,,,Natali et al. 1994,1994,only English abstract,"Natali, V., Paparatti, B., & Canganella, F. (1994). Microorganisms carried by Xyleborus dispar (F.)(Coleoptera, Scolytidae) females, collected on European hazel trees in the area surrounding the lake of Vico (Viterbo, central Italy)."
634,Xyleborus dispar,Bacteria,Pseudomonas chlororaphis,Italy,pathogen,,,,,,,,Natali et al. 1994,1994,only English abstract,"Natali, V., Paparatti, B., & Canganella, F. (1994). Microorganisms carried by Xyleborus dispar (F.)(Coleoptera, Scolytidae) females, collected on European hazel trees in the area surrounding the lake of Vico (Viterbo, central Italy)."
635,Euwallacea fornicatus,Fungi,Beauveria bassiana,South Africa,pathogen,laboratory,,,cuticular contact,commercial strain,,pathogenicity test,"Nel et al., 2023",2023,full text,"Nel, W. J., Slippers, B., Wingfield, M. J., Yilmaz, N., & Hurley, B. P. (2023). Efficacy of commercially available entomopathogenic agents against the polyphagous shot hole borer in South Africa. Insects, 14(4), 361."
636,Euwallacea fornicatus,Fungi,Metarhizium anisopliae,South Africa,pathogen,laboratory,,,cuticular contact,commercial strain,,pathogenicity test,"Nel et al., 2023",2023,full text,"Nel, W. J., Slippers, B., Wingfield, M. J., Yilmaz, N., & Hurley, B. P. (2023). Efficacy of commercially available entomopathogenic agents against the polyphagous shot hole borer in South Africa. Insects, 14(4), 361."
637,Ips confusus,Nematode,Contortylenchus elongatus,,parasite,,,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
638,Dendroctonus brevicomis,Nematode,Contortylenchus brevicomi,,parasite,,,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
639,Ips confusus,Nematode,Sulphurtylenchus sp.,,pathogen,,,,,,,,"Nickle, 1963",1963,only English abstract,"Nickle, W. R. (1963). Observations on the effect of nematodes on Ips confusus (LeConte) and other bark beetles."
640,Scolytus rugulosus,Nematode,Neoparasitylenchus rugulosi,United States,parasite,,,,,,,,"Nickle, 1971",1971,full text,"Nickle, W. R. (1971). Behavior of the shothole borer, Scolytus rugulosus, altered by the nematode parasite Neoparasitylenchus rugulosi. Annals of the Entomological Society of America, 64(3), 751-751."
641,Dendroctonus valens,Fungi,Cephalosporium sp.,China,pathogen,,,,,,,,"Nie et al., 2010",2010,full text,Research on using Beauveria bassiana to control Dendroctonus valens
642,Dendroctonus valens,Fungi,Acremonium sp.,China,pathogen,,,,,,,,"Nie et al., 2010",2010,full text,Research on using Beauveria bassiana to control Dendroctonus valens
643,Dendroctonus valens,Fungi,Trichoderma sp.,China,pathogen,,,,,,,,"Nie et al., 2010",2010,full text,Research on using Beauveria bassiana to control Dendroctonus valens
644,Dendroctonus valens,Fungi,Beauveria bassiana,China,pathogen,,,,,,,,"Nie et al., 2010",2010,full text,Research on using Beauveria bassiana to control Dendroctonus valens
645,Ips typographus,Bacteria,Bacillus thuringiensis var. tenebrionis,,,,,,,,,pathogenicity test,"Novotny and Turcani, 2000",2000,only English abstract,"Novotny J. & M. Turcani 2000. The results of experimental treatment of biopreparation on the basis of Bacillus thuringiensis var. tenebrionis Berl. for control of Ips typographus L. (Col., Scolytidae). Lesnicky casopis (Forestry Journal) 46, 303-10."
646,Tomicus piniperda,Fungi,Beauveria bassiana,,,,,,,,,,"Nuorteva and Salonen, 1968",1968,full text,"Nuorteva M. & M. Salonen 1968. Versuche mit Beauveria bassiana (Bals.) Vuill. gegen Blastophagus piniperda L. (Col., Scolytidae). Annales Entomologici Fennici 34, 49-55."
647,Dendroctonus micans,Bacteria,Bacillus mycoides,Turkey,,laboratory,,morphological,,four soil-originated Bacillus spp.,,infection test,"Odabas Alver et al., 2018",2018,full text,"Odabas Alver, D., & Ertürk, Ö. (2018). Effects of four soil-originated Bacillus spp. on the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Curculionidae, Scolytinae). Egyptian Journal of Biological Pest Control, 28(1), 70."
648,Dendroctonus micans,Bacteria,Bacillus cereus,Turkey,,laboratory,,morphological,,four soil-originated Bacillus spp.,,infection test,"Odabas Alver et al., 2018",2018,full text,"Odabas Alver, D., & Ertürk, Ö. (2018). Effects of four soil-originated Bacillus spp. on the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Curculionidae, Scolytinae). Egyptian Journal of Biological Pest Control, 28(1), 70."
649,Dendroctonus micans,Bacteria,Bacillus thuringiensis,Turkey,,laboratory,,morphological,,four soil-originated Bacillus spp.,,infection test,"Odabas Alver et al., 2018",2018,full text,"Odabas Alver, D., & Ertürk, Ö. (2018). Effects of four soil-originated Bacillus spp. on the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Curculionidae, Scolytinae). Egyptian Journal of Biological Pest Control, 28(1), 70."
650,Ips avulsus,Fungi,Beauveria bassiana,United States,,field,,morphological,,,,pathogenicity test,"Olatinwo et al., 2018",2018,full text,"Olatinwo, R., Walters, S., & Strom, B. (2018). Impact of Beauveria bassiana (Ascomycota: Hypocreales) on the Small Southern Pine Engraver (Coleoptera: Scolytidae) in a Loblolly Pine Bolt Assay1. Journal of Entomological Science, 53(2), 180-191."
651,Dendroctonus frontalis,Fungi,Metarhizium anisopliae,,,laboratory,,,,,,pathogenicity test,"Pabst and Sikorowski, 1981",1981,only English abstract,"Pabst, G. S., & Sikorowski, P. P. (1981). Susceptibility of southern pine beetle (Dendroctonus frontalis) on oligidic medium to Paecilomyces viridis and also Beauveria bassiana, and Metarhizium anisopliae."
652,Dendroctonus frontalis,Fungi,Beauveria bassiana,,,laboratory,,,,,,pathogenicity test,"Pabst and Sikorowski, 1981",1981,only English abstract,"Pabst, G. S., & Sikorowski, P. P. (1981). Susceptibility of southern pine beetle (Dendroctonus frontalis) on oligidic medium to Paecilomyces viridis and also Beauveria bassiana, and Metarhizium anisopliae."
653,Dendroctonus frontalis,Fungi,Paecilomyces viridis,,,laboratory,,,,,,pathogenicity test,"Pabst and Sikorowski, 1981",1981,only English abstract,"Pabst, G. S., & Sikorowski, P. P. (1981). Susceptibility of southern pine beetle (Dendroctonus frontalis) on oligidic medium to Paecilomyces viridis and also Beauveria bassiana, and Metarhizium anisopliae."
654,Polygraphus proximus,Fungi,Beauveria bassiana,,,,,,,isolated from Dendrolimus sibiricus,,pathogenicity test,"Pavlov et al., 2020",2020,full text,"Pavlov, I. N., Litovka, Y. A., Golubev, D. V., Astapenko, S. A., Chromogin, P. V., Usoltseva, Y. V., ... & Petrenko, S. M. (2020). Mass reproduction of Polygraphus proximus Blandford in fir forests of Siberia infected with root and stem pathogens: monitoring, patterns, and biological control. Contemporary Problems of Ecology, 13(1), 71-84."
655,Ips amitinus,Fungi,Beauveria bassiana,Russia,association report,,,molecular,,,,,"Pavlov et al., 2023",2023,full text,"Pavlov, I. N., Vasaitis, R., Litovka, Y. A., Timofeev, A. A., & Menkis, A. (2023). Infestation by Ips amitinus (Eichhoff, 1872), its associated fungi, and butt rots in stands of Pinus sibirica in South-Western Siberia. Forests, 14(12), 2383."
656,Pityokteines curvidens,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,,midgut epithelium,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
657,Pityokteines curvidens,Protist,Gregarina sp.,Croatia,pathogen; occurrence survey,,,,midgut lumen,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
658,Pityokteines spinidens,Protist,Gregarina sp.,Croatia,pathogen; occurrence survey,,,,midgut lumen,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
659,Pityokteines spinidens,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,,midgut epithelium,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
660,Pityokteines spinidens,Microsporidia,Canningia spinidentis,Croatia,pathogen; occurrence survey,,,,fat body; gonads; midgut epithelium,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
661,Pityokteines spinidens,Protist,Menzbieria sp.,Croatia,pathogen; occurrence survey,,,,midgut epithelium,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
662,Pityokteines vorontzovi,Microsporidia,Chytridiopsis cf. typographi,Croatia,pathogen; occurrence survey,,,,midgut epithelium,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
663,Pityokteines vorontzovi,Protist,Gregarina sp.,Croatia,pathogen; occurrence survey,,,,midgut lumen,isolated from beetle,,,"Pernek et al., 2009",2009,full text,"Pernek, M., Matošević, D., Hrašovec, B., Kučinić, M., & Wegensteiner, R. (2009). Occurrence of pathogens in outbreak populations of Pityokteines spp.(Coleoptera, Curculionidae, Scolytinae) in silver fir forests. Journal of Pest Science, 82(4), 343-349."
664,Pityokteines curvidens,Fungi,Beauveria bassiana,Croatia,,,,,,,,pathogenicity test,"Pernek, 2007",2007,full text,"Pernek, M. (2007). Influence of the entomopathogenic fungi Beauveria bassiana on the mortality of fir bark beetles Pityokteines spinidens and Pityokteines curvidens. Radovi, 42(2), 143-153."
665,Pityokteines spinidens,Fungi,Beauveria bassiana,Croatia,,,,,,,,pathogenicity test,"Pernek, 2007",2007,full text,"Pernek, M. (2007). Influence of the entomopathogenic fungi Beauveria bassiana on the mortality of fir bark beetles Pityokteines spinidens and Pityokteines curvidens. Radovi, 42(2), 143-153."
666,Scolytus multistriatus,Bacteria,bacteria,Europe,,,,,,,,,Pesson et al. 1955,1955,non full-text ,"Pesson P., C. Toumonoff & C. Chararas 1955. Étude des epizooties bactériennes observées dans les élevages d’insectes xylophages. Annales Épiphyties 6, 315-28."
667,Hylastes ater,Fungi,Beauveria bassiana,Great Britain,pathogen,,,,,,,,"Petch, 1932",1932,full text,"Petch, T., 1932. A list of the entomogenous fungi of Great Britain. T. Brit. Mycol. Soc. 17, 170–178."
668,Ips typographus,Virus,ItEPV,Bulgaria,,,,,,,,,"Pilarska et al., 2018",2018,full text,"Pilarska, D., Georgiev, G., Dobreva, M., Takov, D., Mirchev, P., Doychev, D., ... & Hajek, A. E. (2018). Pathogens and parasitoids of forest pest insects in the region of Forest Protection Station Plovdiv during the period 1990–2017. Silva, 19, 3."
